## Sat Feb  4 17:34:55 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd/queries.fasta --evalue 0.00001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1236 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NGJCOJPH_00482	413404.Rmag_0259	7.55e-200	556.0	COG0500@1|root,COG0500@2|Bacteria,1MVSK@1224|Proteobacteria,1RMQY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	J	Catalyzes carboxymethyl transfer from carboxy-S- adenosyl-L-methionine (Cx-SAM) to 5-hydroxyuridine (ho5U) to form 5-carboxymethoxyuridine (cmo5U) at position 34 in tRNAs	cmoB	GO:0002097,GO:0002098,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016740,GO:0016741,GO:0016765,GO:0022607,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042802,GO:0043170,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:0090304,GO:1901360	-	ko:K15257	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Methyltransf_9
NGJCOJPH_00483	413404.Rmag_0258	8.22e-158	448.0	COG4531@1|root,COG4531@2|Bacteria,1QTTI@1224|Proteobacteria,1RMRJ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	ABC-type Zn2 transport system, periplasmic component surface adhesin	znuA	-	-	ko:K09815	ko02010,map02010	M00242	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.15.3,3.A.1.15.5	-	-	ZnuA
NGJCOJPH_00484	413404.Rmag_0257	5.08e-168	471.0	COG0500@1|root,COG2226@2|Bacteria,1PA5F@1224|Proteobacteria,1RY7A@1236|Gammaproteobacteria,1J50V@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl- L-methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway	bioC	GO:0003674,GO:0003824,GO:0004141,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008757,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0010340,GO:0016053,GO:0016740,GO:0016741,GO:0016787,GO:0016788,GO:0016874,GO:0016879,GO:0016882,GO:0017144,GO:0018130,GO:0019752,GO:0032259,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0052689,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.197	ko:K02169	ko00780,ko01100,map00780,map01100	M00572	R09543	RC00003,RC00460	ko00000,ko00001,ko00002,ko01000	-	-	iECP_1309.ECP_0791,iSBO_1134.SBO_0664,iSFV_1184.SFV_0760,iSF_1195.SF0727,iSFxv_1172.SFxv_0792,iSSON_1240.SSON_0756,iS_1188.S0768,iSbBS512_1146.SbBS512_E2575	Methyltransf_11
NGJCOJPH_00485	90813.JQMT01000001_gene242	1.91e-65	211.0	2BWZZ@1|root,2Z86E@2|Bacteria,1MW89@1224|Proteobacteria,1S85K@1236|Gammaproteobacteria,462P5@72273|Thiotrichales	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2927)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2927
NGJCOJPH_00486	413404.Rmag_0256	1.89e-206	579.0	COG0845@1|root,COG0845@2|Bacteria,1MUI8@1224|Proteobacteria,1RNK4@1236|Gammaproteobacteria,1J4TZ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	M	COG0845 Membrane-fusion protein	-	-	-	ko:K11003,ko:K12542	ko03070,ko05133,map03070,map05133	M00325,M00330,M00575	-	-	ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.109.4,8.A.1,8.A.1.3.1,8.A.1.3.2	-	-	Biotin_lipoyl_2,HlyD,HlyD_3
NGJCOJPH_00487	413404.Rmag_0255	0.0	1185.0	COG2274@1|root,COG2274@2|Bacteria,1R2T0@1224|Proteobacteria,1SBE1@1236|Gammaproteobacteria,1J5FP@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	V	COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	-	-	-	ko:K11004,ko:K12541	ko02010,ko03070,ko05133,map02010,map03070,map05133	M00325,M00330,M00575	-	-	ko00000,ko00001,ko00002,ko02000,ko02044	3.A.1.109.1,3.A.1.109.2,3.A.1.109.3,3.A.1.109.4	-	-	ABC_membrane,ABC_tran,Peptidase_C39
NGJCOJPH_00490	413404.Rmag_0253	5.98e-226	635.0	COG1538@1|root,COG1538@2|Bacteria,1N1Q8@1224|Proteobacteria,1RTUV@1236|Gammaproteobacteria,1JAX0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	MU	Outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
NGJCOJPH_00492	413404.Rmag_0250	4.8e-280	773.0	COG1007@1|root,COG1007@2|Bacteria,1MV56@1224|Proteobacteria,1RPJB@1236|Gammaproteobacteria,1J5NF@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoN	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3	ko:K00343	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Proton_antipo_M
NGJCOJPH_00493	413404.Rmag_0249	0.0	893.0	COG1008@1|root,COG1008@2|Bacteria,1MV7V@1224|Proteobacteria,1RNI4@1236|Gammaproteobacteria,1J5MF@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NADH ubiquinone oxidoreductase subunit	nuoM	-	1.6.5.3	ko:K00342	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q5_N,Proton_antipo_M
NGJCOJPH_00494	413404.Rmag_0248	0.0	1187.0	COG1009@1|root,COG1009@2|Bacteria,1MW2M@1224|Proteobacteria,1RNKN@1236|Gammaproteobacteria,1J4U3@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	CP	CP COG1009 NADH ubiquinone oxidoreductase subunit 5 (chain L) Multisubunit Na H antiporter, MnhA subunit	nuoL	-	1.6.5.3	ko:K00341,ko:K05559	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000,ko02000	2.A.63.1,3.D.1	-	-	Proton_antipo_M,Proton_antipo_N
NGJCOJPH_00495	413404.Rmag_0247	6.9e-56	175.0	COG0713@1|root,COG0713@2|Bacteria,1RH0S@1224|Proteobacteria,1S6FN@1236|Gammaproteobacteria,1J7C7@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoK	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0030964,GO:0032991,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0044425,GO:0044459,GO:0044464,GO:0045271,GO:0045272,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0070469,GO:0070470,GO:0071704,GO:0071944,GO:0072521,GO:0098796,GO:0098797,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204	1.6.5.3	ko:K00340	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q2
NGJCOJPH_00496	413404.Rmag_0246	4.9e-116	335.0	COG0839@1|root,COG0839@2|Bacteria,1MWJV@1224|Proteobacteria,1S4ZA@1236|Gammaproteobacteria,1JBDS@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Belongs to the complex I subunit 6 family	nuoJ	-	1.6.5.3	ko:K00339	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q3
NGJCOJPH_00497	413404.Rmag_0245	5.04e-92	271.0	COG1143@1|root,COG1143@2|Bacteria,1MV90@1224|Proteobacteria,1RN32@1236|Gammaproteobacteria,1J71E@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoI	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3	ko:K00338	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Fer4
NGJCOJPH_00498	413404.Rmag_0244	5e-234	646.0	COG1005@1|root,COG1005@2|Bacteria,1MU2R@1224|Proteobacteria,1RQE9@1236|Gammaproteobacteria,1J5UV@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone	nuoH	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3	ko:K00337	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	NADHdh
NGJCOJPH_00499	413404.Rmag_0243	0.0	1315.0	COG1034@1|root,COG1034@2|Bacteria,1P8MN@1224|Proteobacteria,1RMUH@1236|Gammaproteobacteria,1J62R@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NADH-quinone oxidoreductase	nuoG	-	1.6.5.3	ko:K00336	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Fer2_4,Molybdop_Fe4S4,Molybdopterin,Molydop_binding,NADH-G_4Fe-4S_3
NGJCOJPH_00500	413404.Rmag_0242	5.94e-300	818.0	COG1894@1|root,COG1894@2|Bacteria,1MV8F@1224|Proteobacteria,1RMUD@1236|Gammaproteobacteria,1J4GA@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain	nuoF	-	1.6.5.3	ko:K00335	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_51K,NADH_4Fe-4S,SLBB
NGJCOJPH_00501	413404.Rmag_0241	1.55e-99	290.0	COG1905@1|root,COG1905@2|Bacteria,1MWS2@1224|Proteobacteria,1RN4C@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	NADH dehydrogenase	nuoE	-	1.6.5.3	ko:K00334	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	2Fe-2S_thioredx
NGJCOJPH_00502	413404.Rmag_0240	1.31e-305	832.0	COG0649@1|root,COG0649@2|Bacteria,1MVIN@1224|Proteobacteria,1RM98@1236|Gammaproteobacteria,1J5C7@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoD	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3	ko:K00333,ko:K13378	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_49kDa
NGJCOJPH_00503	413404.Rmag_0239	2.51e-137	389.0	COG0852@1|root,COG0852@2|Bacteria,1MX4B@1224|Proteobacteria,1S2ET@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoC	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3	ko:K00332	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_30kDa
NGJCOJPH_00504	413404.Rmag_0238	4.29e-116	332.0	COG0377@1|root,COG0377@2|Bacteria,1MUI2@1224|Proteobacteria,1RP4R@1236|Gammaproteobacteria,1J679@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoB	GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0022900,GO:0022904,GO:0034641,GO:0042773,GO:0042775,GO:0044237,GO:0044238,GO:0044281,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564	1.6.5.3	ko:K00331	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q6
NGJCOJPH_00505	413404.Rmag_0237	4.12e-65	199.0	COG0838@1|root,COG0838@2|Bacteria,1RGUT@1224|Proteobacteria,1S644@1236|Gammaproteobacteria,1J799@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient	nuoA	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0008137,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0032991,GO:0044425,GO:0050136,GO:0055114,GO:0098796,GO:1902494	1.6.5.3	ko:K00330	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Oxidored_q4
NGJCOJPH_00506	413404.Rmag_0236	1.49e-315	862.0	COG0312@1|root,COG0312@2|Bacteria,1MUSK@1224|Proteobacteria,1RMA5@1236|Gammaproteobacteria,1J6MY@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Putative modulator of DNA gyrase	tldD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564	-	ko:K03568	-	-	-	-	ko00000,ko01002	-	-	-	PmbA_TldD
NGJCOJPH_00507	413404.Rmag_0235	0.0	1321.0	COG3164@1|root,COG3164@2|Bacteria,1MXWF@1224|Proteobacteria,1RNUK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	D	Membrane	yhdP	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0042597,GO:0044425,GO:0044459,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	AsmA_2,DUF3971
NGJCOJPH_00508	1177154.Y5S_01808	4.38e-34	123.0	COG3245@1|root,COG3245@2|Bacteria,1MZBZ@1224|Proteobacteria,1S9Z9@1236|Gammaproteobacteria,1XKPZ@135619|Oceanospirillales	1236|Gammaproteobacteria	C	cytochrome c5	cyc	-	1.9.3.1	ko:K02277	ko00190,ko01100,map00190,map01100	M00155	-	-	ko00000,ko00001,ko00002,ko01000	3.D.4.4	-	-	Cytochrome_CBB3
NGJCOJPH_00509	412965.COSY_0226	2.51e-91	269.0	COG0252@1|root,COG0252@2|Bacteria,1RHAW@1224|Proteobacteria,1S5WS@1236|Gammaproteobacteria,1J6RP@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	EJ	COG0252 L-asparaginase archaeal Glu-tRNAGln amidotransferase subunit D	VL23_12675	-	3.5.1.1	ko:K01424	ko00250,ko00460,ko01100,ko01110,map00250,map00460,map01100,map01110	-	R00485	RC00010,RC02798	ko00000,ko00001,ko01000	-	-	-	Asparaginase
NGJCOJPH_00512	413404.Rmag_0234	1.45e-124	357.0	COG0325@1|root,COG0325@2|Bacteria,1MWN7@1224|Proteobacteria,1RNPM@1236|Gammaproteobacteria,1J61Q@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	yggS	GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008144,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0070279,GO:0097159,GO:1901363	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
NGJCOJPH_00513	413404.Rmag_0233	1.13e-190	530.0	COG0543@1|root,COG0543@2|Bacteria,1RF43@1224|Proteobacteria,1SDD1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	CH	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	-	-	-	ko:K02823	ko00240,ko01100,map00240,map01100	-	-	-	ko00000,ko00001	-	-	-	DHODB_Fe-S_bind,FAD_binding_6
NGJCOJPH_00514	413404.Rmag_0232	6.98e-191	532.0	COG0548@1|root,COG0548@2|Bacteria,1MU17@1224|Proteobacteria,1RNKK@1236|Gammaproteobacteria,1J5E4@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	F	Belongs to the acetylglutamate kinase family. ArgB subfamily	argB	GO:0003674,GO:0003824,GO:0003991,GO:0004042,GO:0005488,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016407,GO:0016410,GO:0016597,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016774,GO:0019752,GO:0031406,GO:0033554,GO:0034618,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0050896,GO:0051716,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.7.2.8	ko:K00930,ko:K22478	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028,M00845	R00259,R02649	RC00002,RC00004,RC00043,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_2508,iB21_1397.B21_03793,iEC55989_1330.EC55989_4441,iECB_1328.ECB_03844,iECDH10B_1368.ECDH10B_4147,iECDH1ME8569_1439.ECDH1ME8569_3827,iECD_1391.ECD_03844,iECH74115_1262.ECH74115_5419,iECIAI1_1343.ECIAI1_4167,iECO103_1326.ECO103_4715,iECOK1_1307.ECOK1_4431,iECS88_1305.ECS88_4414,iECSE_1348.ECSE_4252,iETEC_1333.ETEC_4227,iEcE24377_1341.EcE24377A_4498,iEcHS_1320.EcHS_A4193,iEcolC_1368.EcolC_4057,iSbBS512_1146.SbBS512_E4445,iUMN146_1321.UM146_20050,iUMNK88_1353.UMNK88_4797,iUTI89_1310.UTI89_C4550,iY75_1357.Y75_RS17255	AA_kinase,NAT
NGJCOJPH_00515	319224.Sputcn32_0270	2.55e-278	790.0	COG2217@1|root,COG2217@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,2Q9QV@267890|Shewanellaceae	1236|Gammaproteobacteria	P	TIGRFAM ATPase, P-type (transporting), HAD superfamily, subfamily IC	copA	-	3.6.3.54	ko:K17686	ko01524,ko04016,map01524,map04016	-	R00086	RC00002	ko00000,ko00001,ko01000	3.A.3.5	-	-	E1-E2_ATPase,HMA,Hydrolase
