transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN1610_c0_g1_i3	TRINITY_DN1610_c0_g1_i3	6085	5852.36	413.00	28.87	19.85	100.00
TRINITY_DN1610_c1_g1_i4	TRINITY_DN1610_c1_g1_i4	1925	1692.36	127.00	30.70	21.11	100.00
TRINITY_DN161112_c0_g1_i1	TRINITY_DN161112_c0_g1_i1	434	201.62	5.00	10.14	6.98	100.00
TRINITY_DN16111_c0_g1_i1	TRINITY_DN16111_c0_g1_i1	490	257.51	70.00	111.20	76.48	100.00
TRINITY_DN16112_c0_g1_i9	TRINITY_DN16112_c0_g1_i9	3753	3520.36	284.00	33.00	22.70	100.00
TRINITY_DN16112_c3_g1_i1	TRINITY_DN16112_c3_g1_i1	2028	1795.36	115.00	26.20	18.02	100.00
TRINITY_DN16114_c0_g1_i6	TRINITY_DN16114_c0_g1_i6	948	715.36	13.00	7.43	5.11	100.00
TRINITY_DN161162_c0_g1_i1	TRINITY_DN161162_c0_g1_i1	378	145.86	4.00	11.22	7.72	100.00
TRINITY_DN161167_c0_g1_i1	TRINITY_DN161167_c0_g1_i1	451	218.58	4.00	7.49	5.15	100.00
TRINITY_DN16117_c0_g1_i17	TRINITY_DN16117_c0_g1_i17	5008	4775.36	163.00	13.96	9.60	100.00
TRINITY_DN16118_c0_g1_i2	TRINITY_DN16118_c0_g1_i2	1124	891.36	28.00	12.85	8.84	100.00
TRINITY_DN161194_c0_g1_i1	TRINITY_DN161194_c0_g1_i1	318	86.96	9.00	42.33	29.12	100.00
TRINITY_DN16120_c0_g3_i1	TRINITY_DN16120_c0_g3_i1	1095	862.36	35.00	16.60	11.42	100.00
TRINITY_DN161211_c0_g1_i1	TRINITY_DN161211_c0_g1_i1	384	151.82	3.00	8.08	5.56	100.00
TRINITY_DN161212_c0_g1_i1	TRINITY_DN161212_c0_g1_i1	401	168.73	3.00	7.27	5.00	100.00
TRINITY_DN161216_c0_g1_i1	TRINITY_DN161216_c0_g1_i1	407	174.70	4.00	9.37	6.44	100.00
TRINITY_DN16121_c0_g1_i1	TRINITY_DN16121_c0_g1_i1	1480	1247.36	37.00	12.13	8.35	100.00
TRINITY_DN16121_c1_g1_i1	TRINITY_DN16121_c1_g1_i1	588	355.41	8.00	9.21	6.33	100.00
TRINITY_DN161234_c0_g1_i1	TRINITY_DN161234_c0_g1_i1	548	315.44	7.00	9.08	6.24	100.00
TRINITY_DN16124_c0_g2_i3	TRINITY_DN16124_c0_g2_i3	2098	1865.36	536.00	117.54	80.84	100.00
TRINITY_DN16124_c8_g1_i1	TRINITY_DN16124_c8_g1_i1	1130	897.36	31.00	14.13	9.72	100.00
TRINITY_DN16125_c0_g2_i7	TRINITY_DN16125_c0_g2_i7	2257	2024.36	50.00	10.10	6.95	100.00
TRINITY_DN161282_c0_g1_i1	TRINITY_DN161282_c0_g1_i1	369	136.93	3.00	8.96	6.16	100.00
TRINITY_DN16129_c1_g4_i3	TRINITY_DN16129_c1_g4_i3	431	198.63	4.00	8.24	5.67	100.00
TRINITY_DN16129_c4_g1_i3	TRINITY_DN16129_c4_g1_i3	2302	2069.36	67.00	13.24	9.11	100.00
TRINITY_DN16129_c5_g1_i1	TRINITY_DN16129_c5_g1_i1	371	138.91	0.00	0.00	0.00	0.00
TRINITY_DN1612_c4_g1_i1	TRINITY_DN1612_c4_g1_i1	1543	1310.36	34.00	10.61	7.30	100.00
TRINITY_DN161321_c0_g1_i1	TRINITY_DN161321_c0_g1_i1	756	523.37	13.00	10.16	6.99	100.00
TRINITY_DN161330_c0_g1_i1	TRINITY_DN161330_c0_g1_i1	464	231.55	2.00	3.53	2.43	100.00
TRINITY_DN161335_c0_g1_i1	TRINITY_DN161335_c0_g1_i1	311	80.28	5.00	25.48	17.52	100.00
TRINITY_DN16134_c1_g1_i2	TRINITY_DN16134_c1_g1_i2	717	484.37	42.00	35.47	24.40	100.00
TRINITY_DN16141_c0_g1_i1	TRINITY_DN16141_c0_g1_i1	777	544.36	6.00	4.51	3.10	100.00
TRINITY_DN161423_c0_g1_i1	TRINITY_DN161423_c0_g1_i1	353	121.11	5.00	16.89	11.61	100.00
TRINITY_DN16146_c0_g1_i1	TRINITY_DN16146_c0_g1_i1	2149	1916.36	86.00	18.36	12.63	100.00
TRINITY_DN16147_c0_g1_i3	TRINITY_DN16147_c0_g1_i3	1884	1651.36	90.00	22.29	15.33	100.00
TRINITY_DN16147_c4_g1_i1	TRINITY_DN16147_c4_g1_i1	1238	1005.36	49.00	19.94	13.71	100.00
TRINITY_DN1614_c2_g1_i23	TRINITY_DN1614_c2_g1_i23	2596	2363.36	67.00	11.60	7.98	100.00
TRINITY_DN16151_c2_g1_i5	TRINITY_DN16151_c2_g1_i5	959	726.36	5.00	2.82	1.94	100.00
TRINITY_DN161522_c0_g1_i1	TRINITY_DN161522_c0_g1_i1	306	75.56	6.00	32.48	22.34	100.00
TRINITY_DN16152_c1_g1_i2	TRINITY_DN16152_c1_g1_i2	1508	1275.36	57.00	18.28	12.57	100.00
TRINITY_DN161533_c0_g1_i1	TRINITY_DN161533_c0_g1_i1	393	160.77	3.00	7.63	5.25	100.00
TRINITY_DN161537_c0_g1_i1	TRINITY_DN161537_c0_g1_i1	359	127.03	2.00	6.44	4.43	100.00
TRINITY_DN16156_c0_g2_i6	TRINITY_DN16156_c0_g2_i6	355	123.08	4.00	13.29	9.14	100.00
TRINITY_DN16157_c0_g1_i1	TRINITY_DN16157_c0_g1_i1	1172	939.36	33.00	14.37	9.88	100.00
TRINITY_DN161616_c0_g1_i1	TRINITY_DN161616_c0_g1_i1	308	77.44	2.00	10.56	7.27	100.00
TRINITY_DN16162_c0_g2_i1	TRINITY_DN16162_c0_g2_i1	483	250.52	17.00	27.76	19.09	100.00
TRINITY_DN161647_c0_g1_i1	TRINITY_DN161647_c0_g1_i1	362	130.00	4.00	12.59	8.66	100.00
TRINITY_DN16165_c1_g1_i13	TRINITY_DN16165_c1_g1_i13	1332	1099.36	96.00	35.72	24.57	100.00
TRINITY_DN161660_c0_g1_i1	TRINITY_DN161660_c0_g1_i1	368	135.94	5.00	15.05	10.35	100.00
TRINITY_DN161668_c0_g1_i2	TRINITY_DN161668_c0_g1_i2	443	210.60	7.00	13.60	9.35	100.00
TRINITY_DN16166_c0_g1_i2	TRINITY_DN16166_c0_g1_i2	2538	2305.36	183.00	32.47	22.33	100.00
TRINITY_DN16167_c0_g1_i1	TRINITY_DN16167_c0_g1_i1	2611	2378.36	165.00	28.38	19.52	100.00
TRINITY_DN16169_c1_g1_i1	TRINITY_DN16169_c1_g1_i1	1824	1591.36	658.00	169.14	116.33	100.00
TRINITY_DN1616_c0_g1_i12	TRINITY_DN1616_c0_g1_i12	5746	5513.36	83.06	6.16	4.24	100.00
TRINITY_DN1616_c0_g2_i1	TRINITY_DN1616_c0_g2_i1	6422	6189.36	638.94	42.23	29.04	100.00
TRINITY_DN1616_c0_g3_i5	TRINITY_DN1616_c0_g3_i5	6589	6356.36	0.33	0.02	0.01	100.00
TRINITY_DN1616_c0_g4_i3	TRINITY_DN1616_c0_g4_i3	6604	6371.36	992.67	63.73	43.83	100.00
TRINITY_DN161702_c0_g1_i1	TRINITY_DN161702_c0_g1_i1	370	137.92	4.00	11.86	8.16	100.00
TRINITY_DN161715_c0_g1_i1	TRINITY_DN161715_c0_g1_i1	304	73.68	2.00	11.10	7.64	100.00
TRINITY_DN161721_c0_g1_i1	TRINITY_DN161721_c0_g1_i1	439	206.60	4.00	7.92	5.45	100.00
TRINITY_DN161745_c0_g1_i1	TRINITY_DN161745_c0_g1_i1	444	211.59	4.00	7.73	5.32	100.00
TRINITY_DN161759_c0_g1_i1	TRINITY_DN161759_c0_g1_i1	299	69.03	1.00	5.93	4.08	100.00
TRINITY_DN16175_c0_g1_i1	TRINITY_DN16175_c0_g1_i1	959	726.36	16.00	9.01	6.20	100.00
TRINITY_DN161761_c0_g1_i1	TRINITY_DN161761_c0_g1_i1	504	271.49	10.00	15.07	10.36	100.00
TRINITY_DN161766_c0_g1_i1	TRINITY_DN161766_c0_g1_i1	311	80.28	3.00	15.29	10.51	100.00
TRINITY_DN16176_c0_g1_i1	TRINITY_DN16176_c0_g1_i1	1958	1725.36	38.00	9.01	6.20	100.00
TRINITY_DN161798_c0_g1_i1	TRINITY_DN161798_c0_g1_i1	412	179.68	3.00	6.83	4.70	100.00
TRINITY_DN16179_c3_g1_i1	TRINITY_DN16179_c3_g1_i1	1309	1076.36	34.00	12.92	8.89	100.00
TRINITY_DN161808_c0_g1_i1	TRINITY_DN161808_c0_g1_i1	348	116.19	4.00	14.08	9.69	100.00
TRINITY_DN16180_c0_g1_i2	TRINITY_DN16180_c0_g1_i2	6655	6422.36	171.00	10.89	7.49	100.00
TRINITY_DN16181_c1_g1_i2	TRINITY_DN16181_c1_g1_i2	2133	1900.36	69.00	14.85	10.22	100.00
TRINITY_DN161837_c0_g1_i1	TRINITY_DN161837_c0_g1_i1	478	245.53	5.00	8.33	5.73	100.00
TRINITY_DN16184_c0_g2_i1	TRINITY_DN16184_c0_g2_i1	929	696.36	15.00	8.81	6.06	100.00
TRINITY_DN161851_c0_g1_i1	TRINITY_DN161851_c0_g1_i1	300	69.95	8.00	46.78	32.17	100.00
TRINITY_DN161882_c0_g1_i1	TRINITY_DN161882_c0_g1_i1	371	138.91	3.00	8.83	6.08	100.00
TRINITY_DN16190_c0_g1_i2	TRINITY_DN16190_c0_g1_i2	781	548.36	11.00	8.21	5.64	100.00
TRINITY_DN16190_c1_g1_i1	TRINITY_DN16190_c1_g1_i1	591	358.41	13.00	14.84	10.20	100.00
TRINITY_DN161918_c0_g1_i1	TRINITY_DN161918_c0_g1_i1	352	120.12	1.00	3.41	2.34	100.00
TRINITY_DN16192_c0_g1_i3	TRINITY_DN16192_c0_g1_i3	1026	793.36	2.00	1.03	0.71	100.00
TRINITY_DN16192_c0_g2_i1	TRINITY_DN16192_c0_g2_i1	1041	808.36	25.00	12.65	8.70	100.00
TRINITY_DN161930_c0_g1_i1	TRINITY_DN161930_c0_g1_i1	392	159.77	8.00	20.48	14.09	100.00
TRINITY_DN161933_c0_g1_i1	TRINITY_DN161933_c0_g1_i1	451	218.58	8.00	14.97	10.30	100.00
TRINITY_DN16193_c0_g1_i2	TRINITY_DN16193_c0_g1_i2	372	139.91	5.00	14.62	10.05	100.00
TRINITY_DN16195_c0_g1_i3	TRINITY_DN16195_c0_g1_i3	1590	1357.36	31.00	9.34	6.43	100.00
TRINITY_DN16195_c0_g2_i1	TRINITY_DN16195_c0_g2_i1	550	317.44	3.00	3.87	2.66	100.00
TRINITY_DN161986_c0_g1_i1	TRINITY_DN161986_c0_g1_i1	303	72.75	6.00	33.74	23.20	100.00
TRINITY_DN16198_c0_g1_i2	TRINITY_DN16198_c0_g1_i2	4103	3870.36	90.00	9.51	6.54	100.00
TRINITY_DN161998_c0_g1_i1	TRINITY_DN161998_c0_g1_i1	351	119.14	4.00	13.73	9.45	100.00
TRINITY_DN161999_c0_g1_i1	TRINITY_DN161999_c0_g1_i1	354	122.10	3.00	10.05	6.91	100.00
TRINITY_DN16199_c1_g1_i4	TRINITY_DN16199_c1_g1_i4	394	161.76	2.00	5.06	3.48	100.00
TRINITY_DN161_c0_g1_i1	TRINITY_DN161_c0_g1_i1	561	328.43	976.00	1215.61	836.05	100.00
TRINITY_DN162024_c0_g1_i1	TRINITY_DN162024_c0_g1_i1	652	419.38	10.00	9.75	6.71	100.00
TRINITY_DN16202_c2_g2_i1	TRINITY_DN16202_c2_g2_i1	2307	2074.36	104.00	20.51	14.11	100.00
TRINITY_DN162035_c0_g1_i1	TRINITY_DN162035_c0_g1_i1	376	143.87	5.00	14.22	9.78	100.00
TRINITY_DN162042_c0_g1_i1	TRINITY_DN162042_c0_g1_i1	542	309.45	4.00	5.29	3.64	100.00
TRINITY_DN16204_c0_g1_i2	TRINITY_DN16204_c0_g1_i2	963	730.36	9.00	5.04	3.47	100.00
TRINITY_DN16205_c0_g3_i1	TRINITY_DN16205_c0_g3_i1	943	710.36	16.00	9.21	6.34	100.00
TRINITY_DN162085_c0_g1_i1	TRINITY_DN162085_c0_g1_i1	596	363.41	14.00	15.76	10.84	100.00
TRINITY_DN16208_c0_g1_i7	TRINITY_DN16208_c0_g1_i7	1514	1281.36	35.00	11.17	7.68	100.00
TRINITY_DN16211_c2_g1_i1	TRINITY_DN16211_c2_g1_i1	1621	1388.36	137.00	40.37	27.76	100.00
TRINITY_DN162123_c0_g1_i1	TRINITY_DN162123_c0_g1_i1	308	77.44	2.00	10.56	7.27	100.00
TRINITY_DN162168_c0_g1_i1	TRINITY_DN162168_c0_g1_i1	727	494.37	4.00	3.31	2.28	100.00
TRINITY_DN16219_c1_g1_i1	TRINITY_DN16219_c1_g1_i1	1363	1130.36	30.00	10.86	7.47	100.00
TRINITY_DN16219_c8_g1_i1	TRINITY_DN16219_c8_g1_i1	344	112.25	0.00	0.00	0.00	0.00
TRINITY_DN1621_c0_g1_i13	TRINITY_DN1621_c0_g1_i13	1532	1299.36	447.00	140.72	96.78	100.00
TRINITY_DN162206_c0_g1_i1	TRINITY_DN162206_c0_g1_i1	338	106.37	4.00	15.38	10.58	100.00
TRINITY_DN16220_c1_g2_i5	TRINITY_DN16220_c1_g2_i5	886	653.36	8.00	5.01	3.44	100.00
TRINITY_DN162216_c0_g1_i1	TRINITY_DN162216_c0_g1_i1	366	133.96	2.00	6.11	4.20	100.00
TRINITY_DN162223_c0_g1_i1	TRINITY_DN162223_c0_g1_i1	310	79.33	2.00	10.31	7.09	100.00
TRINITY_DN16222_c0_g1_i2	TRINITY_DN16222_c0_g1_i2	456	223.57	3.00	5.49	3.78	100.00
TRINITY_DN16223_c0_g1_i1	TRINITY_DN16223_c0_g1_i1	1077	844.36	22.00	10.66	7.33	100.00
TRINITY_DN162259_c0_g1_i1	TRINITY_DN162259_c0_g1_i1	556	323.44	6.00	7.59	5.22	100.00
TRINITY_DN16225_c0_g1_i1	TRINITY_DN16225_c0_g1_i1	618	385.40	19.00	20.17	13.87	100.00
TRINITY_DN16227_c0_g1_i11	TRINITY_DN16227_c0_g1_i11	448	215.58	0.00	0.00	0.00	0.00
TRINITY_DN162288_c0_g1_i1	TRINITY_DN162288_c0_g1_i1	486	253.52	7.00	11.29	7.77	100.00
TRINITY_DN162292_c0_g1_i1	TRINITY_DN162292_c0_g1_i1	543	310.45	3.00	3.95	2.72	100.00
TRINITY_DN16229_c0_g1_i2	TRINITY_DN16229_c0_g1_i2	1133	900.36	19.00	8.63	5.94	100.00
TRINITY_DN162322_c0_g1_i1	TRINITY_DN162322_c0_g1_i1	363	130.99	3.00	9.37	6.44	100.00
TRINITY_DN162324_c0_g1_i1	TRINITY_DN162324_c0_g1_i1	446	213.59	9.00	17.24	11.85	100.00
TRINITY_DN16232_c0_g1_i1	TRINITY_DN16232_c0_g1_i1	519	286.47	153.00	218.47	150.26	100.00
TRINITY_DN16233_c0_g1_i1	TRINITY_DN16233_c0_g1_i1	939	706.36	24.00	13.90	9.56	100.00
TRINITY_DN16235_c0_g1_i2	TRINITY_DN16235_c0_g1_i2	740	507.37	4.00	3.22	2.22	100.00
TRINITY_DN16235_c0_g2_i1	TRINITY_DN16235_c0_g2_i1	1049	816.36	15.00	7.52	5.17	100.00
TRINITY_DN162432_c0_g1_i1	TRINITY_DN162432_c0_g1_i1	355	123.08	2.00	6.65	4.57	100.00
TRINITY_DN16244_c0_g2_i1	TRINITY_DN16244_c0_g2_i1	1786	1553.36	31.00	8.16	5.61	100.00
TRINITY_DN162453_c0_g1_i1	TRINITY_DN162453_c0_g1_i1	709	476.37	9.00	7.73	5.32	100.00
TRINITY_DN16245_c1_g1_i5	TRINITY_DN16245_c1_g1_i5	322	90.81	0.00	0.00	0.00	0.00
TRINITY_DN16245_c3_g1_i1	TRINITY_DN16245_c3_g1_i1	1016	783.36	19.00	9.92	6.82	100.00
TRINITY_DN162467_c0_g1_i1	TRINITY_DN162467_c0_g1_i1	308	77.44	3.00	15.85	10.90	100.00
TRINITY_DN16246_c0_g1_i1	TRINITY_DN16246_c0_g1_i1	1055	822.36	23.00	11.44	7.87	100.00
TRINITY_DN162491_c0_g1_i1	TRINITY_DN162491_c0_g1_i1	335	103.44	4.00	15.82	10.88	100.00
TRINITY_DN1624_c6_g1_i3	TRINITY_DN1624_c6_g1_i3	2778	2545.36	179.00	28.77	19.78	100.00
TRINITY_DN162504_c0_g1_i1	TRINITY_DN162504_c0_g1_i1	552	319.44	6.00	7.68	5.28	100.00
TRINITY_DN162511_c0_g1_i1	TRINITY_DN162511_c0_g1_i1	502	269.49	7.00	10.63	7.31	100.00
TRINITY_DN162519_c0_g1_i1	TRINITY_DN162519_c0_g1_i1	317	86.00	4.00	19.03	13.08	100.00
TRINITY_DN16251_c0_g1_i2	TRINITY_DN16251_c0_g1_i2	1910	1677.36	51.00	12.44	8.55	100.00
TRINITY_DN16251_c0_g2_i1	TRINITY_DN16251_c0_g2_i1	1359	1126.36	52.00	18.88	12.99	100.00
TRINITY_DN162609_c0_g1_i1	TRINITY_DN162609_c0_g1_i1	356	124.07	4.00	13.19	9.07	100.00
TRINITY_DN16260_c0_g1_i1	TRINITY_DN16260_c0_g1_i1	1366	1133.36	38.00	13.72	9.43	100.00
TRINITY_DN162632_c0_g1_i1	TRINITY_DN162632_c0_g1_i1	361	129.01	0.00	0.00	0.00	0.00
TRINITY_DN162685_c0_g1_i1	TRINITY_DN162685_c0_g1_i1	298	68.10	3.00	18.02	12.39	100.00
TRINITY_DN162687_c0_g1_i1	TRINITY_DN162687_c0_g1_i1	408	175.70	3.00	6.98	4.80	100.00
TRINITY_DN162729_c0_g1_i1	TRINITY_DN162729_c0_g1_i1	659	426.38	8.00	7.68	5.28	100.00
TRINITY_DN16272_c1_g1_i2	TRINITY_DN16272_c1_g1_i2	582	349.42	28.00	32.78	22.54	100.00
TRINITY_DN16272_c3_g1_i1	TRINITY_DN16272_c3_g1_i1	402	169.72	3.00	7.23	4.97	100.00
TRINITY_DN162750_c0_g1_i1	TRINITY_DN162750_c0_g1_i1	302	71.81	3.00	17.09	11.75	100.00
TRINITY_DN162764_c0_g1_i1	TRINITY_DN162764_c0_g1_i1	310	79.33	4.00	20.62	14.19	100.00
TRINITY_DN162788_c0_g1_i1	TRINITY_DN162788_c0_g1_i1	330	98.56	4.00	16.60	11.42	100.00
TRINITY_DN1627_c0_g1_i7	TRINITY_DN1627_c0_g1_i7	2907	2674.36	327.00	50.02	34.40	100.00
TRINITY_DN1627_c1_g1_i2	TRINITY_DN1627_c1_g1_i2	994	761.36	17.00	9.13	6.28	100.00
TRINITY_DN16280_c1_g2_i1	TRINITY_DN16280_c1_g2_i1	429	196.63	13.00	27.04	18.60	100.00
TRINITY_DN162839_c0_g1_i1	TRINITY_DN162839_c0_g1_i1	372	139.91	3.00	8.77	6.03	100.00
TRINITY_DN162844_c0_g1_i1	TRINITY_DN162844_c0_g1_i1	431	198.63	6.00	12.36	8.50	100.00
TRINITY_DN162862_c0_g1_i1	TRINITY_DN162862_c0_g1_i1	444	211.59	8.00	15.47	10.64	100.00
TRINITY_DN16286_c0_g1_i1	TRINITY_DN16286_c0_g1_i1	615	382.40	36.00	38.51	26.49	100.00
TRINITY_DN16287_c0_g1_i3	TRINITY_DN16287_c0_g1_i3	3941	3708.36	163.00	17.98	12.37	100.00
TRINITY_DN1628_c0_g1_i3	TRINITY_DN1628_c0_g1_i3	2461	2228.36	705.00	129.42	89.01	100.00
TRINITY_DN162903_c0_g1_i1	TRINITY_DN162903_c0_g1_i1	324	92.74	2.00	8.82	6.07	100.00
TRINITY_DN16291_c0_g1_i1	TRINITY_DN16291_c0_g1_i1	1024	791.36	2.00	1.03	0.71	100.00
TRINITY_DN16291_c2_g1_i10	TRINITY_DN16291_c2_g1_i10	797	564.36	2.00	1.45	1.00	100.00
TRINITY_DN16292_c0_g2_i1	TRINITY_DN16292_c0_g2_i1	578	345.42	11.00	13.03	8.96	100.00
TRINITY_DN16297_c0_g1_i17	TRINITY_DN16297_c0_g1_i17	2405	2172.36	198.00	37.28	25.64	100.00
TRINITY_DN1629_c0_g1_i5	TRINITY_DN1629_c0_g1_i5	2822	2589.36	511.00	80.73	55.52	100.00
TRINITY_DN162_c0_g2_i1	TRINITY_DN162_c0_g2_i1	1493	1260.36	756.00	245.37	168.75	100.00
TRINITY_DN162_c3_g1_i2	TRINITY_DN162_c3_g1_i2	1475	1242.36	335.00	110.30	75.86	100.00
TRINITY_DN163056_c0_g1_i1	TRINITY_DN163056_c0_g1_i1	481	248.52	6.00	9.88	6.79	100.00
TRINITY_DN16305_c0_g1_i2	TRINITY_DN16305_c0_g1_i2	1338	1105.36	52.00	19.24	13.24	100.00
TRINITY_DN16306_c0_g1_i1	TRINITY_DN16306_c0_g1_i1	852	619.36	15.00	9.91	6.81	100.00
TRINITY_DN16307_c1_g1_i1	TRINITY_DN16307_c1_g1_i1	453	220.57	2.00	3.71	2.55	100.00
TRINITY_DN163104_c0_g1_i1	TRINITY_DN163104_c0_g1_i1	348	116.19	1.00	3.52	2.42	100.00
TRINITY_DN163105_c0_g1_i1	TRINITY_DN163105_c0_g1_i1	358	126.05	3.00	9.74	6.70	100.00
TRINITY_DN16310_c1_g1_i1	TRINITY_DN16310_c1_g1_i1	776	543.36	2.00	1.51	1.04	100.00
TRINITY_DN16312_c0_g1_i5	TRINITY_DN16312_c0_g1_i5	478	245.53	1.00	1.67	1.15	100.00
TRINITY_DN163133_c0_g1_i1	TRINITY_DN163133_c0_g1_i1	389	156.79	4.00	10.44	7.18	100.00
TRINITY_DN163194_c0_g1_i1	TRINITY_DN163194_c0_g1_i1	361	129.01	4.00	12.68	8.72	100.00
TRINITY_DN16320_c0_g1_i1	TRINITY_DN16320_c0_g1_i1	1299	1066.36	89.00	34.14	23.48	100.00
TRINITY_DN16321_c0_g1_i4	TRINITY_DN16321_c0_g1_i4	395	162.76	13.00	32.67	22.47	100.00
TRINITY_DN163245_c0_g1_i1	TRINITY_DN163245_c0_g1_i1	379	146.85	1.00	2.79	1.92	100.00
TRINITY_DN163246_c0_g1_i1	TRINITY_DN163246_c0_g1_i1	327	95.65	3.00	12.83	8.82	100.00
TRINITY_DN16326_c0_g1_i3	TRINITY_DN16326_c0_g1_i3	1689	1456.36	128.00	35.95	24.73	100.00
TRINITY_DN163272_c0_g1_i1	TRINITY_DN163272_c0_g1_i1	387	154.80	4.00	10.57	7.27	100.00
TRINITY_DN16327_c1_g1_i1	TRINITY_DN16327_c1_g1_i1	1112	879.36	28.00	13.03	8.96	100.00
TRINITY_DN16327_c1_g2_i1	TRINITY_DN16327_c1_g2_i1	2183	1950.36	207.00	43.42	29.86	100.00
TRINITY_DN16328_c1_g1_i2	TRINITY_DN16328_c1_g1_i2	1377	1144.36	17.00	6.08	4.18	100.00
TRINITY_DN16331_c1_g1_i1	TRINITY_DN16331_c1_g1_i1	1346	1113.36	29.00	10.65	7.33	100.00
TRINITY_DN163325_c0_g1_i1	TRINITY_DN163325_c0_g1_i1	441	208.60	2.00	3.92	2.70	100.00
TRINITY_DN16332_c0_g1_i1	TRINITY_DN16332_c0_g1_i1	2404	2171.36	166.00	31.27	21.51	100.00
TRINITY_DN16332_c0_g2_i1	TRINITY_DN16332_c0_g2_i1	599	366.41	6.00	6.70	4.61	100.00
TRINITY_DN16334_c0_g1_i2	TRINITY_DN16334_c0_g1_i2	349	117.17	0.00	0.00	0.00	0.00
TRINITY_DN163378_c0_g1_i1	TRINITY_DN163378_c0_g1_i1	319	87.92	3.00	13.96	9.60	100.00
TRINITY_DN163379_c0_g1_i1	TRINITY_DN163379_c0_g1_i1	300	69.95	4.00	23.39	16.09	100.00
TRINITY_DN16337_c1_g1_i13	TRINITY_DN16337_c1_g1_i13	3449	3216.36	369.00	46.93	32.28	100.00
TRINITY_DN16339_c0_g3_i1	TRINITY_DN16339_c0_g3_i1	338	106.37	3.00	11.54	7.93	100.00
TRINITY_DN163427_c0_g1_i1	TRINITY_DN163427_c0_g1_i1	303	72.75	3.00	16.87	11.60	100.00
TRINITY_DN163430_c0_g1_i1	TRINITY_DN163430_c0_g1_i1	463	230.55	6.00	10.65	7.32	100.00
TRINITY_DN163447_c0_g1_i1	TRINITY_DN163447_c0_g1_i1	366	133.96	3.00	9.16	6.30	100.00
TRINITY_DN163459_c0_g1_i1	TRINITY_DN163459_c0_g1_i1	329	97.59	4.00	16.77	11.53	100.00
TRINITY_DN16347_c3_g1_i1	TRINITY_DN16347_c3_g1_i1	320	88.89	1.00	4.60	3.17	100.00
TRINITY_DN163481_c0_g1_i1	TRINITY_DN163481_c0_g1_i1	393	160.77	5.00	12.72	8.75	100.00
TRINITY_DN163490_c0_g1_i1	TRINITY_DN163490_c0_g1_i1	450	217.58	3.00	5.64	3.88	100.00
TRINITY_DN163501_c0_g1_i1	TRINITY_DN163501_c0_g1_i1	385	152.81	5.00	13.38	9.21	100.00
TRINITY_DN163526_c0_g1_i1	TRINITY_DN163526_c0_g1_i1	314	83.14	3.00	14.76	10.15	100.00
TRINITY_DN163529_c0_g1_i1	TRINITY_DN163529_c0_g1_i1	562	329.43	2.00	2.48	1.71	100.00
TRINITY_DN16356_c0_g1_i2	TRINITY_DN16356_c0_g1_i2	462	229.56	1.00	1.78	1.23	100.00
TRINITY_DN163580_c0_g1_i1	TRINITY_DN163580_c0_g1_i1	360	128.02	3.00	9.59	6.59	100.00
TRINITY_DN16361_c3_g1_i6	TRINITY_DN16361_c3_g1_i6	903	670.36	4.00	2.44	1.68	100.00
TRINITY_DN16362_c0_g1_i9	TRINITY_DN16362_c0_g1_i9	2235	2002.36	37.00	7.56	5.20	100.00
TRINITY_DN163634_c0_g1_i1	TRINITY_DN163634_c0_g1_i1	378	145.86	3.00	8.41	5.79	100.00
TRINITY_DN16364_c1_g1_i1	TRINITY_DN16364_c1_g1_i1	444	211.59	6.00	11.60	7.98	100.00
TRINITY_DN1636_c2_g1_i1	TRINITY_DN1636_c2_g1_i1	1871	1638.36	131.00	32.71	22.50	100.00
TRINITY_DN16370_c0_g1_i5	TRINITY_DN16370_c0_g1_i5	627	394.39	13.00	13.48	9.27	100.00
TRINITY_DN163716_c0_g1_i1	TRINITY_DN163716_c0_g1_i1	872	639.36	3.00	1.92	1.32	100.00
TRINITY_DN16375_c1_g1_i4	TRINITY_DN16375_c1_g1_i4	2534	2301.36	94.00	16.71	11.49	100.00
TRINITY_DN16375_c2_g1_i1	TRINITY_DN16375_c2_g1_i1	454	221.57	10.00	18.46	12.70	100.00
TRINITY_DN163786_c0_g1_i1	TRINITY_DN163786_c0_g1_i1	309	78.39	3.00	15.66	10.77	100.00
TRINITY_DN1637_c0_g1_i1	TRINITY_DN1637_c0_g1_i1	391	158.78	26.00	66.98	46.07	100.00
TRINITY_DN16381_c0_g1_i2	TRINITY_DN16381_c0_g1_i2	1037	804.36	24.00	12.21	8.39	100.00
TRINITY_DN163826_c0_g1_i1	TRINITY_DN163826_c0_g1_i1	302	71.81	3.00	17.09	11.75	100.00
TRINITY_DN16385_c0_g1_i3	TRINITY_DN16385_c0_g1_i3	881	648.36	5.00	3.15	2.17	100.00
TRINITY_DN16387_c2_g2_i1	TRINITY_DN16387_c2_g2_i1	432	199.62	10.00	20.49	14.09	100.00
TRINITY_DN16387_c3_g1_i2	TRINITY_DN16387_c3_g1_i2	1638	1405.36	77.00	22.41	15.41	100.00
TRINITY_DN163880_c0_g1_i1	TRINITY_DN163880_c0_g1_i1	381	148.84	1.00	2.75	1.89	100.00
TRINITY_DN16388_c1_g2_i2	TRINITY_DN16388_c1_g2_i2	1977	1744.36	296.00	69.41	47.74	100.00
